isbn13,isbn10,title,subtitle,authors,categories,description,published_year,average_rating,num_pages,ratings_count
978067960132,0679601325,the poetry and short stories of dorothy parker,,dorothy parker,poetry,ketubot part i,1994.0,4.49,457.0,1264.0
978067960298,0679602984,fear and loathing in las vegas and other american stories,,hunter s thompson,biography  autobiography,contains the journalists classic account of his visit to las vegas and includes three companion pieces,1998.0,4.21,283.0,1689.0
978067964104,0679641041,blood meridian or the evening redness in the west,,cormac mccarthy,fiction,based on incidents that took place in the southwestern united states and mexico around 1850 this novel chronicles the crimes of a band of desperados with a particular focus on one outlaw known as the kid a boy of fourteen 15000 first printing,2001.0,4.18,351.0,1206.0
978067964181,0679641815,in search of lost time volume iv,Sodom and Gomorrah (A Modern Library E-Book),marcel proust,fiction,flower and plant have no conscious will they are shameless exposing their genitals and so in a sense are prousts men and women    shameless there is no question of right and wrong homosexuality    is as devoid of moral implications as the mode of fecundation of the primula veris or the lythrum salicoriasamuel beckett the theme of sodom and gomorrah is sexual ambiguity in the opening scene the narrator secretly observes a sexual encounter between two men that is played out as though in obedience to the laws of an occult art the book unfolds on matters of vice inversion mystery desire love longing and illusion the final volume of a new definitive text of a la recherche du temps perdu was published by the bibliotheque de la pleiade in 1989 for this authoritative englishlanguage edition d j enright has revised the late terence kilmartins acclaimed reworking of c k scott moncrieffs translation to take into account the new french editions,2000.0,,,
978067964284,0679642846,the red and the black,A Chronicle of 1830,stendhal,fiction,during the bourbon restoration julien sorel disregards all moral codes as he attempts to accumulate power,2003.0,3.87,560.0,76.0
978067964324,0679643249,the killer angels,A Novel of the Civil War,michael shaara,fiction,in an effort to draw out the union army of the potomac the confederate army invades the north and the armies clash in a bloody battle at gettysburg pennsylvania for four days,2004.0,4.32,337.0,410.0
978067964325,0679643257,the collected autobiographies of maya angelou,,maya angelou,biography  autobiography,a single volume omnibus edition featuring angelous celebrated autobiographies contains i know why the caged bird sings gather together in my name singin and swingin and gettin merry like christmas the heart of a woman all gods children need traveling shoes and a song flung up to heaven 20000 first printing,2004.0,4.62,1184.0,961.0
978067964342,0679643427,the murders in the rue morgue,The Dupin Tales,edgar allan poe,fiction,the story of a retired detective who is called upon to solve a perplexing pair of murders is accompanied by commentary biographical notes and a reading group guide,2006.0,3.87,160.0,5994.0
978067964352,0679643524,darkness visible,A Memoir of Madness,william styron,biography  autobiography,the author chronicles his descent into depression discussing not only his own experience and recovery but also how others can find help,2007.0,4.04,96.0,378.0
978067972022,0679720227,the fall,,albert camus,fiction,a mans confessions reveal his perception of justice and his own downfall,1956.0,4.05,147.0,50175.0
978067972103,0679721037,hiroshima,,john hersey,history,the classic tale of the day the first atom bomb was dropped offers a haunting evocation of the memories of survivors and an appeal to the conscience of humanity,1989.0,3.96,152.0,49487.0
978067972181,0679721819,mama day,,gloria naylor,fiction,in a small georgia town mama day uses her gifts as a seer and healer but her powers are ultimately tested when her beloved nieces life hangs in the balance,1989.0,4.17,312.0,8690.0
978067972231,0679722319,where im calling from,New and Selected Stories,raymond carver,fiction,a unique collection by an extraordinary writer this collection of carvers best spans his literary career and includes seven new works since his untimely death in august of 1988 raymond carvers popularity has increased dramatically,1989.0,4.42,544.0,17969.0
978067972294,0679722947,running dog,,don delillo,fiction,a woman reporter and a staff assistant to an american senator learn of an erotic film shot in hitlers berlin bunker which was to have been sold by a man found murdered and dressed as a woman in manhattan,1989.0,3.42,256.0,1285.0
978067972295,0679722955,the names,,don delillo,fiction,in an expatriates world of turmoil and danger american risk analyst james axton learns of a ritualmurder cult in the aegean and follows the trail to its secret meanings in the ancient city of lahore,1989.0,3.64,339.0,2990.0
978067972305,0679723056,what we talk about when we talk about love,Stories,raymond carver,fiction,stories feature men and women without education insight or prospects who ironically are too unimaginative to ever give up,1989.0,4.18,159.0,34613.0
